Maximum,18,744,490,533,656,262,774,907,,
Std.Dev.,804,44,781,435,615,685,456,405,,
Total,963,-,-,-,-,716,868,18,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,682,722,883,956,807,667,758,,
Iter,2,111,889,953,769,178,978,816,,
Iter,3,376,299,313,930,259,434,868,,
Iter,4,907,231,584,257,313,501,59,,
Average,392,26,990,373,521,48,501,900,,
Maximum,5,900,629,436,701,650,129,322,,
Std.Dev.,479,460,78,755,432,243,19,224,,
Total,440,-,-,-,-,174,438,578,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,418,292,961,174,638,877,447,,
Iter,2,725,164,836,522,981,715,420,,
Iter,3,558,828,335,9,21,411,359,,
Iter,4,143,970,252,849,213,754,778,,
Iter,5,620,27,139,153,517,878,342,,
Iter,6,152,757,16,940,364,873,529,,
Average,742,394,652,943,313,386,8,347,,
Maximum,722,917,143,95,662,567,659,924,,
Std.Dev.,862,619,983,40,56,658,645,620,,
Total,791,-,-,-,-,954,43,953,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,563,197,513,345,468,469,824,,
Iter,2,917,186,370,205,89,968,371,,
Iter,3,490,759,207,448,245,529,978,,
Iter,4,937,445,264,462,342,472,905,,
Average,852,566,202,762,372,331,706,820,,
Maximum,552,302,542,208,725,746,430,668,,
Std.Dev.,759,143,345,753,653,58,419,989,,
Total,518,-,-,-,-,693,144,540,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,879,239,31,478,693,212,371,,
Iter,2,205,197,509,453,208,648,752,,
Iter,3,135,220,81,754,981,690,4,,
Iter,4,841,678,547,422,536,733,78,,
Average,258,440,423,684,673,844,347,784,,
Maximum,674,598,473,198,583,823,159,588,,
Std.Dev.,860,633,376,399,45,984,482,738,,
Total,666,-,-,-,-,254,835,947,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,861,427,48,599,959,894,450,,
Iter,2,682,900,852,947,726,886,169,,
Iter,3,671,283,372,123,691,455,633,,
Iter,4,619,885,53,583,31,117,223,,
Average,571,786,922,361,574,298,740,179,,
Maximum,68,647,236,281,400,306,846,501,,
Std.Dev.,67,237,700,493,638,825,148,230,,
Total,88,-,-,-,-,26,48,995,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,483,557,857,743,97,85,161,,
Iter,2,288,599,62,94,14,59,328,,
Iter,3,77,39,952,620,767,733,594,,
Iter,4,154,992,836,999,713,457,254,,
Average,113,916,813,913,375,456,86,282,,
Maximum,72,892,818,535,863,930,529,10,,
Std.Dev.,898,618,906,221,76,659,261,972,,
Total,512,-,-,-,-,343,698,726,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,447,846,580,397,337,361,603,,
Iter,2,280,985,310,25,528,758,839,,
Iter,3,313,266,600,504,305,932,835,,
Iter,4,111,975,942,172,408,693,98,,
Iter,5,707,390,247,93,58,325,369,,
Average,715,869,399,645,527,486,173,412,,
Maximum,886,981,744,167,155,5,248,158,,
Std.Dev.,139,773,239,155,978,332,773,802,,
Total,815,-,-,-,-,619,80,244,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,552,923,728,78,936,254,642,,
Iter,2,87,999,362,658,446,896,814,,
Iter,3,263,873,304,279,699,743,621,,
Average,509,437,612,676,102,672,289,585,,
Maximum,640,420,922,282,273,991,376,617,,
Std.Dev.,559,854,36,829,57,591,442,690,,
Total,528,-,-,-,-,415,75,355,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,709,417,514,552,364,350,354,,
Iter,2,554,995,13,678,834,195,781,,
Iter,3,204,932,68,998,793,619,15,,
Average,490,253,702,20,962,568,380,242,,
Maximum,479,237,97,423,2,664,996,27,,
Std.Dev.,603,676,147,93,668,664,33,768,,
Total,734,-,-,-,-,767,412,555,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,459,102,361,278,918,638,26,,
Iter,2,536,597,528,439,119,620,195,,
Iter,3,194,975,677,975,675,984,833,,
Average,142,658,260,906,782,642,843,229,,
Maximum,16,282,950,65,207,651,376,871,,
Std.Dev.,89,329,317,102,22,27,69,828,,
Total,664,-,-,-,-,115,333,751,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,232,665,15,206,834,413,992,,
Iter,2,671,9,1,111,195,726,974,,
Iter,3,814,521,34,895,697,657,343,,
Average,576,789,843,307,738,421,875,823,,
Maximum,616,289,92,170,665,221,663,617,,
Std.Dev.,305,9,139,616,428,443,195,42,,
Total,705,-,-,-,-,282,882,411,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,363,98,842,880,120,370,568,,
Iter,2,726,878,116,120,199,868,517,,
Iter,3,569,415,954,910,623,273,200,,
Iter,4,665,446,50,829,829,119,381,,
Iter,5,716,881,48,153,482,340,79,,
Average,555,206,45,240,144,956,37,528,,
Maximum,505,497,347,490,615,257,142,483,,
Std.Dev.,125,11,958,436,706,852,92,231,,
Total,787,-,-,-,-,872,600,266,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,583,580,654,445,534,755,296,,
Iter,2,855,668,504,985,403,75,757,,
Iter,3,818,401,804,792,423,934,694,,
Iter,4,350,314,636,251,707,453,574,,
Iter,5,199,539,858,204,114,481,478,,
Average,367,627,887,616,51,637,837,104,,
Maximum,302,685,783,511,646,464,435,726,,
Std.Dev.,178,829,171,994,359,961,654,183,,
Total,702,-,-,-,-,645,502,564,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,405,546,213,543,302,397,597,,
Iter,2,348,123,360,431,725,503,990,,
Iter,3,333,626,544,358,922,931,420,,
Average,18,796,360,343,101,367,970,669,,
Maximum,878,180,37,673,800,934,926,958,,
Std.Dev.,971,901,916,386,883,50,804,901,,
Total,347,-,-,-,-,760,968,259,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,317,751,354,782,494,316,62,,
Iter,2,621,786,275,314,526,610,419,,
Iter,3,713,627,850,106,209,702,867,,
Average,685,4,969,782,783,973,976,508,,
Maximum,214,881,551,45,149,385,758,519,,
Std.Dev.,936,252,483,254,481,770,243,157,,
Total,363,-,-,-,-,576,29,186,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,332,725,906,181,774,692,536,,
Iter,2,859,28,685,451,799,146,126,,
Iter,3,295,394,487,365,185,563,623,,
Average,530,833,573,517,207,566,533,174,,
Maximum,440,421,704,99,213,731,806,911,,
Std.Dev.,43,341,163,753,242,670,455,32,,
Total,60,-,-,-,-,860,747,1000,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,659,70,320,237,467,350,642,,
Iter,2,973,297,646,997,27,335,894,,
Iter,3,954,218,994,151,8,794,832,,
Iter,4,875,521,80,505,54,840,449,,
Iter,5,586,66,743,286,354,137,619,,
Average,710,500,757,251,367,501,890,791,,
Maximum,137,952,973,718,605,519,524,618,,
Std.Dev.,101,565,20,467,413,638,448,198,,
Total,4,-,-,-,-,998,967,479,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,439,619,368,230,535,6,520,,
Iter,2,645,496,25,420,196,178,779,,
Iter,3,967,848,643,693,881,760,888,,
Iter,4,380,60,705,421,782,908,110,,
Iter,5,572,979,76,118,777,425,808,,
Average,90,719,268,999,669,855,448,125,,
Maximum,59,177,676,600,741,595,212,35,,
Std.Dev.,895,924,850,710,357,544,740,624,,
Total,789,-,-,-,-,61,435,625,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,814,446,110,954,667,86,532,,
Iter,2,170,708,530,829,470,817,58,,
Iter,3,910,275,266,985,429,895,619,,
Average,673,839,968,575,893,780,839,861,,
Maximum,435,880,152,627,916,296,74,624,,
Std.Dev.,817,426,140,456,248,230,473,626,,
Total,842,-,-,-,-,1000,906,867,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,328,626,630,503,258,696,250,,
Iter,2,149,809,352,792,152,280,916,,
Iter,3,250,119,452,63,944,35,888,,
Average,440,380,111,148,704,447,75,176,,
Maximum,546,613,720,220,135,916,121,855,,
Std.Dev.,954,994,935,204,764,851,954,421,,
Total,456,-,-,-,-,498,910,757,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,912,656,441,803,653,289,264,,
Iter,2,169,824,605,358,676,349,915,,
Iter,3,259,384,35,371,880,552,101,,
Average,120,181,82,170,938,469,135,515,,
Maximum,136,547,65,592,345,585,629,866,,
Std.Dev.,539,655,204,19,912,740,778,984,,
Total,191,-,-,-,-,207,469,468,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,49,668,702,659,914,385,860,,
Iter,2,227,925,723,909,296,592,379,,
Iter,3,713,187,410,77,536,243,550,,
Iter,4,446,424,780,157,513,941,263,,
Iter,5,298,915,708,752,834,198,247,,
Iter,6,868,12,713,607,400,687,75,,
Iter,7,14,387,583,573,509,741,1,,
Average,478,308,548,813,840,511,522,955,,
Maximum,985,843,985,793,855,753,40,129,,
Std.Dev.,542,44,198,722,45,11,586,323,,
Total,784,-,-,-,-,278,672,977,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,171,258,47,270,700,214,813,,
Iter,2,609,506,182,133,712,576,360,,
Iter,3,522,410,561,427,471,549,190,,
Iter,4,183,636,261,364,770,875,343,,
Iter,5,228,873,98,956,561,226,692,,
Iter,6,741,765,460,159,425,913,541,,
Average,646,878,407,229,250,653,780,470,,
Maximum,144,610,514,717,732,268,381,697,,
Std.Dev.,219,887,105,493,942,208,50,405,,
Total,150,-,-,-,-,615,179,535,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,549,651,531,959,196,971,90,,
Iter,2,117,793,879,381,612,252,340,,
Iter,3,268,621,194,619,697,641,219,,
Iter,4,329,326,439,454,824,374,840,,
Iter,5,117,960,541,726,996,56,120,,
Iter,6,386,496,185,944,181,47,373,,
Average,676,900,741,74,265,544,771,448,,
Maximum,129,248,612,686,988,264,884,126,,
Std.Dev.,71,577,37,883,549,127,476,86,,
Total,494,-,-,-,-,455,996,838,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,67,590,732,116,419,437,184,,
Iter,2,546,141,925,44,836,199,822,,
Iter,3,172,579,35,571,416,430,162,,
Iter,4,608,800,513,162,839,358,476,,
Iter,5,858,552,474,306,136,348,260,,
Iter,6,654,500,246,197,614,459,72,,
Iter,7,633,705,917,964,231,73,852,,
Average,17,678,40,221,238,183,510,714,,
Maximum,603,907,730,663,667,568,349,535,,
Std.Dev.,688,221,934,261,2,511,428,194,,
Total,578,-,-,-,-,406,507,91,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,853,79,914,791,852,485,337,,
Iter,2,726,409,204,595,789,122,500,,
Iter,3,532,973,781,201,762,723,942,,
Iter,4,934,56,232,481,615,411,899,,
Iter,5,699,438,113,230,660,323,39,,
Iter,6,524,607,896,519,94,132,588,,
Iter,7,202,465,767,186,671,638,940,,
Average,785,867,283,598,706,90,588,781,,
Maximum,412,292,67,47,987,619,906,116,,
Std.Dev.,905,650,649,74,80,385,656,883,,
Total,644,-,-,-,-,352,313,121,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,180,197,685,744,16,16,566,,
Iter,2,798,605,836,920,990,776,838,,
Iter,3,439,610,501,840,447,787,64,,
Average,645,46,395,32,205,26,972,584,,
Maximum,732,894,251,202,82,207,385,431,,
Std.Dev.,903,964,705,171,770,187,576,781,,
Total,507,-,-,-,-,421,260,189,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,961,76,991,695,176,484,780,,
Iter,2,52,410,359,869,582,424,346,,
Iter,3,786,730,920,433,488,52,279,,
Average,832,137,134,597,512,236,657,571,,
Maximum,381,544,563,805,176,952,541,733,,
Std.Dev.,449,521,938,180,989,870,698,270,,
Total,275,-,-,-,-,519,214,172,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,240,110,999,151,988,285,750,,
Iter,2,320,59,304,113,617,497,341,,
Iter,3,798,406,634,331,660,594,382,,
Average,129,167,984,859,171,958,81,612,,
Maximum,326,375,538,751,248,328,123,942,,
Std.Dev.,206,25,485,543,436,94,939,174,,
Total,995,-,-,-,-,655,375,74,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,198,46,569,25,899,793,889,,
Iter,2,189,273,391,173,159,233,290,,
Iter,3,633,127,79,239,316,890,78,,
Average,417,398,151,873,517,914,417,780,,
Maximum,42,911,138,60,367,807,449,382,,
Std.Dev.,441,931,792,680,37,308,258,951,,
Total,288,-,-,-,-,128,14,578,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,340,621,629,91,339,475,844,,
Iter,2,904,958,4,709,90,63,547,,
Iter,3,754,376,968,190,342,516,681,,
Iter,4,832,448,824,522,641,980,392,,
Iter,5,275,856,807,110,821,364,666,,
Average,55,15,340,129,579,794,837,540,,
Maximum,892,404,526,587,170,226,501,871,,
Std.Dev.,953,19,314,328,139,258,805,329,,
Total,915,-,-,-,-,288,761,396,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,162,24,15,929,883,580,700,,
Iter,2,111,752,833,488,724,716,233,,
Iter,3,165,207,199,341,911,731,311,,
Iter,4,817,121,50,120,566,871,996,,
Average,76,972,139,211,137,347,331,244,,
Maximum,493,243,909,32,421,59,957,640,,
Std.Dev.,845,804,747,769,460,640,919,768,,
Total,327,-,-,-,-,497,140,379,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,58,457,195,952,110,612,471,,
Iter,2,197,981,304,338,191,71,301,,
Iter,3,801,852,180,528,52,89,696,,
Average,774,963,603,307,76,242,405,216,,
Maximum,958,641,767,185,804,310,309,798,,
Std.Dev.,63,912,923,493,433,161,294,622,,
Total,932,-,-,-,-,996,125,181,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,364,442,511,897,699,538,858,,
Iter,2,913,620,705,387,774,417,768,,
Iter,3,605,292,569,601,758,108,875,,
Average,218,363,691,742,554,624,948,803,,
Maximum,90,876,44,718,313,465,115,721,,
Std.Dev.,339,726,601,245,498,58,744,124,,
Total,900,-,-,-,-,456,974,169,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,906,741,970,841,796,48,684,,
Iter,2,755,932,851,207,244,503,338,,
Iter,3,894,165,676,508,81,876,993,,
Average,607,247,503,352,470,21,139,436,,
Maximum,34,412,11,261,746,598,417,855,,
Std.Dev.,428,418,993,153,967,10,209,460,,
Total,721,-,-,-,-,484,904,681,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,128,432,775,217,739,630,938,,
Iter,2,327,971,505,613,634,832,931,,
Iter,3,622,689,858,265,741,271,92,,
Average,626,531,513,441,999,847,905,499,,
Maximum,460,834,10,981,592,550,767,971,,
Std.Dev.,184,886,823,74,887,908,303,8,,
Total,938,-,-,-,-,69,915,507,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,496,425,736,633,358,462,789,,
Iter,2,70,406,967,644,61,672,478,,
Iter,3,800,914,789,503,715,437,991,,
Average,908,514,498,660,268,311,611,499,,
Maximum,849,517,128,793,757,450,733,824,,
Std.Dev.,209,136,357,258,736,723,234,619,,
Total,772,-,-,-,-,819,627,1,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,70,68,377,550,144,459,428,,
Iter,2,494,325,656,400,786,825,212,,
Iter,3,251,916,590,655,90,564,288,,
Average,103,200,453,437,730,508,701,93,,
Maximum,861,940,277,386,629,932,551,960,,
Std.Dev.,599,205,850,515,966,403,211,121,,
Total,1,-,-,-,-,292,818,876,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,535,428,302,996,340,438,129,,
Iter,2,939,607,160,6,613,269,557,,
Iter,3,764,253,859,40,23,846,468,,
Average,973,346,589,200,178,177,687,517,,
Maximum,457,891,670,2,288,706,377,492,,
Std.Dev.,852,538,851,996,707,735,998,757,,
Total,494,-,-,-,-,322,969,329,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,69,629,75,250,895,887,696,,
Iter,2,532,501,407,847,656,206,847,,
Iter,3,911,604,817,559,45,985,516,,
Average,129,789,484,510,84,88,182,837,,
Maximum,18,805,39,109,989,977,470,833,,
Std.Dev.,669,115,778,718,131,958,625,648,,
Total,767,-,-,-,-,933,89,934,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,59,720,231,783,11,551,996,,
Iter,2,700,619,947,824,432,372,912,,
Iter,3,357,382,238,190,180,566,520,,
Iter,4,937,954,171,750,904,522,86,,
Iter,5,44,772,483,715,656,266,928,,
Average,459,515,267,429,336,466,568,312,,
Maximum,400,479,239,17,963,53,553,827,,
Std.Dev.,678,474,650,829,542,241,628,917,,
Total,569,-,-,-,-,445,757,8,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,726,223,455,620,741,295,426,,
Iter,2,396,709,190,819,389,650,99,,
Iter,3,25,831,507,585,722,581,540,,
Iter,4,488,1000,877,957,826,222,75,,
Iter,5,678,145,322,492,924,730,828,,
Iter,6,915,765,988,295,950,172,540,,
Average,545,789,483,341,899,316,740,367,,
Maximum,389,911,670,589,480,959,705,344,,
Std.Dev.,326,943,957,397,855,455,638,502,,
Total,942,-,-,-,-,954,227,314,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,961,445,319,76,843,254,481,,
Iter,2,683,640,891,910,964,509,319,,
Iter,3,986,903,152,864,464,739,903,,
Iter,4,886,875,862,770,356,693,217,,
Iter,5,541,895,147,75,555,964,56,,
Average,312,371,849,392,811,853,401,55,,
Maximum,547,623,758,817,738,375,414,440,,
Std.Dev.,765,742,785,395,899,249,531,905,,
Total,125,-,-,-,-,870,255,749,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,611,603,502,970,81,353,513,,
Iter,2,657,618,386,591,532,346,615,,
Iter,3,144,45,557,816,898,362,28,,
Iter,4,195,793,248,375,98,662,902,,
Iter,5,673,982,516,60,752,481,422,,
Average,386,953,724,215,378,455,57,564,,
Maximum,150,939,158,625,967,587,884,846,,
Std.Dev.,774,526,155,367,694,42,553,931,,
Total,515,-,-,-,-,767,644,13,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,459,285,25,338,779,631,362,,
Iter,2,362,385,647,491,648,864,104,,
Iter,3,966,285,868,807,939,502,635,,
Iter,4,621,400,340,556,832,924,470,,
Iter,5,366,857,734,858,33,173,274,,
Average,906,288,143,370,171,455,919,429,,
Maximum,400,729,304,77,101,173,856,672,,
Std.Dev.,854,547,598,744,429,598,972,779,,
